Date,Open,High,Low,Close,Adj Close,Volume
5/9/2016,17743.84961,17783.16016,17668.38086,17705.91016,17705.91016,85590000
5/10/2016,17726.66016,17934.60938,17726.66016,17928.34961,17928.34961,75790000
5/11/2016,17919.0293,17919.0293,17711.05078,17711.11914,17711.11914,87390000
5/12/2016,17711.11914,17798.18945,17625.38086,17720.5,17720.5,88560000
5/13/2016,17711.11914,17734.74023,17512.48047,17535.32031,17535.32031,86640000
5/16/2016,17531.75977,17755.80078,17531.75977,17710.71094,17710.71094,88440000
5/17/2016,17701.46094,17701.46094,17469.91992,17529.98047,17529.98047,103260000
5/18/2016,17501.2793,17636.2207,17418.21094,17526.61914,17526.61914,79120000
5/19/2016,17514.16016,17514.16016,17331.07031,17435.40039,17435.40039,95530000
5/20/2016,17437.32031,17571.75,17437.32031,17500.93945,17500.93945,111990000
5/23/2016,17507.03906,17550.69922,17480.05078,17492.92969,17492.92969,87790000
5/24/2016,17525.18945,17742.58984,17525.18945,17706.05078,17706.05078,86480000
5/25/2016,17735.08984,17891.71094,17735.08984,17851.50977,17851.50977,79180000
5/26/2016,17859.51953,17888.66016,17803.82031,17828.28906,17828.28906,68940000
5/27/2016,17826.84961,17873.2207,17824.73047,17873.2207,17873.2207,73190000
5/31/2016,17891.5,17899.24023,17724.0293,17787.19922,17787.19922,147390000
6/1/2016,17754.55078,17809.17969,17664.78906,17789.66992,17789.66992,78530000
6/2/2016,17789.05078,17838.56055,17703.55078,17838.56055,17838.56055,75560000
6/3/2016,17799.80078,17833.16992,17689.67969,17807.06055,17807.06055,82270000
6/6/2016,17825.68945,17949.67969,17822.81055,17920.33008,17920.33008,71870000
6/7/2016,17936.2207,18003.23047,17936.2207,17938.2793,17938.2793,78750000
6/8/2016,17931.91016,18016,17931.91016,18005.05078,18005.05078,71260000
6/9/2016,17969.98047,18005.2207,17915.88086,17985.18945,17985.18945,69690000
6/10/2016,17938.82031,17938.82031,17812.33984,17865.33984,17865.33984,90540000
6/13/2016,17830.5,17893.2793,17731.34961,17732.48047,17732.48047,101690000
6/14/2016,17710.76953,17733.91992,17595.78906,17674.82031,17674.82031,93740000
6/15/2016,17703.65039,17762.96094,17629.00977,17640.16992,17640.16992,94130000
6/16/2016,17602.23047,17754.91016,17471.28906,17733.09961,17733.09961,91950000
6/17/2016,17733.43945,17733.43945,17602.7793,17675.16016,17675.16016,248680000
6/20/2016,17736.86914,17946.35938,17736.86914,17804.86914,17804.86914,99380000
6/21/2016,17827.33008,17877.83984,17799.80078,17829.73047,17829.73047,85130000
6/22/2016,17832.66992,17920.16016,17770.35938,17780.83008,17780.83008,89440000
6/23/2016,17844.10938,18011.07031,17844.10938,18011.07031,18011.07031,98070000
6/24/2016,17946.63086,17946.63086,17356.33984,17400.75,17400.75,239000000
6/27/2016,17355.21094,17355.21094,17063.08008,17140.24023,17140.24023,138740000
6/28/2016,17190.50977,17409.7207,17190.50977,17409.7207,17409.7207,112190000
6/29/2016,17456.01953,17704.50977,17456.01953,17694.67969,17694.67969,106380000
6/30/2016,17712.75977,17930.60938,17711.80078,17929.99023,17929.99023,133030000
7/1/2016,17924.24023,18002.38086,17916.91016,17949.36914,17949.36914,82160000
7/5/2016,17904.44922,17904.44922,17785.2793,17840.61914,17840.61914,103650000
7/6/2016,17807.4707,17926.91016,17713.44922,17918.61914,17918.61914,93000000
7/7/2016,17924.24023,17984.94922,17816.65039,17895.88086,17895.88086,81570000
7/8/2016,17971.2207,18166.76953,17971.2207,18146.74023,18146.74023,93460000
7/11/2016,18161.5293,18283.90039,18161.5293,18226.92969,18226.92969,80880000
7/12/2016,18259.11914,18371.94922,18259.11914,18347.66992,18347.66992,90170000
7/13/2016,18356.7793,18390.16016,18315.75977,18372.11914,18372.11914,80920000
7/14/2016,18414.30078,18537.57031,18414.30078,18506.41016,18506.41016,87050000
7/15/2016,18508.88086,18557.42969,18471.61914,18516.55078,18516.55078,123690000
7/18/2016,18521.55078,18556.13086,18489.83984,18533.05078,18533.05078,75540000
7/19/2016,18503.11914,18562.5293,18495.10938,18559.00977,18559.00977,85840000
7/20/2016,18582.69922,18622.00977,18555.65039,18595.0293,18595.0293,93230000
7/21/2016,18589.96094,18590.43945,18469.66992,18517.23047,18517.23047,86800000
7/22/2016,18524.15039,18571.30078,18491.58984,18570.84961,18570.84961,87710000
